authorDisplayName,authorProfileImageUrl,authorChannelUrl,authorChannelId.value,videoId,textDisplay,textOriginal,canRate,viewerRating,likeCount,publishedAt,updatedAt,id,parentId,moderationStatus
Abel Henok,https://yt3.ggpht.com/-VRa_Ko9Eoc4/AAAAAAAAAAI/AAAAAAAAAAA/x2i2GEi_w0o/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCIpQVTUc6HiT9uy1iCEuE5w,UCIpQVTUc6HiT9uy1iCEuE5w,5-8kWn1tmXo,Betam des Yemil. Bezih Zemen endih yal neger mayet Egizabher endaltewen Yamelekital.,Betam des Yemil. Bezih Zemen endih yal neger mayet Egizabher endaltewen Yamelekital.,TRUE,none,0,2018-06-09T15:10:57.000Z,2018-06-09T15:10:57.000Z,Ugzs18wB1bLONxdqnqN4AaABAg,NA,NA
Get Right,https://yt3.ggpht.com/-WltnE3z6YjY/AAAAAAAAAAI/AAAAAAAAAAA/eCk7lr0bXZk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCDEAR-5Gcct9Oi_O-XC93yQ,UCDEAR-5Gcct9Oi_O-XC93yQ,5-8kWn1tmXo,የባቢሎን ነገር,የባቢሎን ነገር,TRUE,none,0,2018-06-09T08:39:56.000Z,2018-06-09T08:39:56.000Z,UgzPQ_XXnkW2O7JmSsJ4AaABAg,NA,NA
Mikiyas ye gewregese Liji,https://yt3.ggpht.com/-8y9Kxq5gmyE/AAAAAAAAAAI/AAAAAAAAAAA/OE7KvpThSc4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC330M4yMRZ009hvYsviIxig,UC330M4yMRZ009hvYsviIxig,5-8kWn1tmXo,Ellllllllleelllllllllllleelllllllllllllllll<br />Egzabehere  yemesgni Amen endet menefesene  yadeseaele bewnet egzabehere yemesgni Amen abaeteshene egzabehere eregeme  edemne  yesetene Amen tenae  yesetene abaeteshene bereketewte  yederebene Amen fffffffffff endet desssssss yelale yemesgni fetare  Egzabehere hoye  lebetoeue ledegoeue abekaegni bewnet egzabehere eredaegni embeta eregegni<br />Twahedoe lezelaeme  tenoere Amen<br />Kale hiwoeten yasemalene Amen Amen ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥,"Ellllllllleelllllllllllleelllllllllllllllll
Egzabehere  yemesgni Amen endet menefesene  yadeseaele bewnet egzabehere yemesgni Amen abaeteshene egzabehere eregeme  edemne  yesetene Amen tenae  yesetene abaeteshene bereketewte  yederebene Amen fffffffffff endet desssssss yelale yemesgni fetare  Egzabehere hoye  lebetoeue ledegoeue abekaegni bewnet egzabehere eredaegni embeta eregegni
Twahedoe lezelaeme  tenoere Amen
Kale hiwoeten yasemalene Amen Amen ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥",TRUE,none,0,2018-06-08T21:28:05.000Z,2018-06-08T21:28:05.000Z,UgxSJWDWDZXTpTO7PD14AaABAg,NA,NA
እድኒኝ እማምላክ ከስጋ ፈተና,https://yt3.ggpht.com/-vZA63eaP0Aw/AAAAAAAAAAI/AAAAAAAAAAA/WQNGok_7kng/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCvl5PNHDG7CN4112tcRbY0Q,UCvl5PNHDG7CN4112tcRbY0Q,5-8kWn1tmXo,አባታችን በረከትወ የደረሰን እድሜና ጤና ያድልወት። <br />እግዚአብሔር ሆይ ክብርና ምስጋና ይግባህ,"አባታችን በረከትወ የደረሰን እድሜና ጤና ያድልወት። 
እግዚአብሔር ሆይ ክብርና ምስጋና ይግባህ",TRUE,none,0,2018-06-01T23:23:15.000Z,2018-06-01T23:23:15.000Z,UgzaLuZhbYXJS68WS2V4AaABAg,NA,NA
T. g,https://yt3.ggpht.com/-Wv2yeRjjdoM/AAAAAAAAAAI/AAAAAAAAAAA/1wUaDTxdEgQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCTeUyjw_kWudf3nKCFwhCsw,UCTeUyjw_kWudf3nKCFwhCsw,5-8kWn1tmXo,elelelelelelelelelelelelelelele..................................kebre mesegana Ygebachuwal elelelelel............,elelelelelelelelelelelelelelele..................................kebre mesegana Ygebachuwal elelelelel............,TRUE,none,0,2018-05-22T09:26:29.000Z,2018-05-22T09:26:29.000Z,UgwDVhTL-iTmfPRX4kN4AaABAg,NA,NA
mata matosa,https://yt3.ggpht.com/-QoeLA3kTPQs/AAAAAAAAAAI/AAAAAAAAAAA/M3qvL_sHXos/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCAUGts0oR9ilpgEzEMbo9fg,UCAUGts0oR9ilpgEzEMbo9fg,5-8kWn1tmXo,Built by the Egyptian Copts,Built by the Egyptian Copts,TRUE,none,0,2018-05-07T17:53:17.000Z,2018-05-07T17:53:17.000Z,UgwB_AwihcuYgyEJWdt4AaABAg,NA,NA
Tiruye Desta,https://yt3.ggpht.com/-gW2tmafeG2Y/AAAAAAAAAAI/AAAAAAAAAAA/g6TDFqvs904/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCrFYDXwxAs6pHqD52LFxlIw,UCrFYDXwxAs6pHqD52LFxlIw,5-8kWn1tmXo,ዕፁብ ድንቅ የአምላክ ሥራ የኦርቶዶክስ  ሐይማኖት ለዘላለም ትኑር  ለአባቶቻችን ዕድሜና ጤና ይስጥልን,ዕፁብ ድንቅ የአምላክ ሥራ የኦርቶዶክስ  ሐይማኖት ለዘላለም ትኑር  ለአባቶቻችን ዕድሜና ጤና ይስጥልን,TRUE,none,0,2018-05-05T16:03:51.000Z,2018-05-05T16:03:51.000Z,Ugwew1EsgF1KWHDD4-94AaABAg,NA,NA
tsedal Kassie,https://yt3.ggpht.com/-relxqLgwCsQ/AAAAAAAAAAI/AAAAAAAAAAA/xgQandocceQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLIG2t6_x8iuOmiIcVG-tPg,UCLIG2t6_x8iuOmiIcVG-tPg,5-8kWn1tmXo,egzhbhaeryemasegn,egzhbhaeryemasegn,TRUE,none,0,2018-05-03T11:43:33.000Z,2018-05-03T11:43:33.000Z,UgxSOPv3lLE5zhLDatx4AaABAg,NA,NA
tsedal Kassie,https://yt3.ggpht.com/-relxqLgwCsQ/AAAAAAAAAAI/AAAAAAAAAAA/xgQandocceQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLIG2t6_x8iuOmiIcVG-tPg,UCLIG2t6_x8iuOmiIcVG-tPg,5-8kWn1tmXo,Egzhbhaeryeman,Egzhbhaeryeman,TRUE,none,0,2018-05-03T11:41:58.000Z,2018-05-03T11:41:58.000Z,UgwLGHhdYTkJDtUodr14AaABAg,NA,NA
Hiwot Tesfaye,https://yt3.ggpht.com/-SQeioCvX2aw/AAAAAAAAAAI/AAAAAAAAAAA/jAY2xkY8WhE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCYIGZd0nvI9OVvJ_FH8Qu7w,UCYIGZd0nvI9OVvJ_FH8Qu7w,5-8kWn1tmXo,Egezeabehr yemesegen Edeme Thena Yestelen Yabatochachen Amelack Yekeber Yemesegen,Egezeabehr yemesegen Edeme Thena Yestelen Yabatochachen Amelack Yekeber Yemesegen,TRUE,none,0,2018-05-01T18:11:45.000Z,2018-05-01T18:11:45.000Z,Ugw94xDiiAJN-7ing894AaABAg,NA,NA
smooy Salh,https://yt3.ggpht.com/-L4IkZ-sQKJA/AAAAAAAAAAI/AAAAAAAAAAA/lM1mBRgys90/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCTTGjiFYxyqHJQIsOvxEmdA,UCTTGjiFYxyqHJQIsOvxEmdA,5-8kWn1tmXo,ላባቶች ጥበብንና እውቀትን<br />የሰጠ እግዚአብሔር ይመስገን<br />ኦርቶዶክስ መሆን  እንዴት  ያለመመርጥነው።,"ላባቶች ጥበብንና እውቀትን
የሰጠ እግዚአብሔር ይመስገን
ኦርቶዶክስ መሆን  እንዴት  ያለመመርጥነው።",TRUE,none,0,2018-04-03T15:13:24.000Z,2018-04-03T15:13:24.000Z,UgyGotsuR6CjeAbYzh14AaABAg,NA,NA
ሰላአም ለኢትዮጵያ,https://yt3.ggpht.com/-6ln9Jd6lzcA/AAAAAAAAAAI/AAAAAAAAAAA/PN289iwxFSg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCX4jc685qQmF5NSkZXwcu_Q,UCX4jc685qQmF5NSkZXwcu_Q,5-8kWn1tmXo,እጀወት ይባአርክ አባአታአችን ለእግዜአብሄር የሚሳአነዉ ደለም,እጀወት ይባአርክ አባአታአችን ለእግዜአብሄር የሚሳአነዉ ደለም,TRUE,none,0,2018-03-31T11:00:41.000Z,2018-03-31T11:00:41.000Z,UgyIc9_Ae3EP17iCAtp4AaABAg,NA,NA
mark Meng,https://yt3.ggpht.com/-dytm3Udv9HQ/AAAAAAAAAAI/AAAAAAAAAAA/siHbSlsNim0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC5m6VuxAS4rufBHDTffCw9Q,UC5m6VuxAS4rufBHDTffCw9Q,5-8kWn1tmXo,በእኛ ዘመንም እግዝኣብሔር ታሪክ እየሰራ ነው ስሙ ይባረክ,በእኛ ዘመንም እግዝኣብሔር ታሪክ እየሰራ ነው ስሙ ይባረክ,TRUE,none,0,2018-03-27T12:48:59.000Z,2018-03-27T12:48:59.000Z,UgwVVSLki8p2m-581El4AaABAg,NA,NA
desalegn atnafu,https://yt3.ggpht.com/-ScGisiNcT50/AAAAAAAAAAI/AAAAAAAAAAA/7573A6_XjRA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCN6nT2q7s8EIC5m1zUo6TtA,UCN6nT2q7s8EIC5m1zUo6TtA,5-8kWn1tmXo,በጣም ደስ ይላል <br />ጥበብ ሁሉ ከእግዚአብሔር ነው  <br />ኢትዮጵያ  ለዘላለም ትኑር <br />ኦርቶዶክስ ሀይማኔቴ ልዩ እኮነሽ የጥንቷ የእናትና አባቴ,"በጣም ደስ ይላል 
ጥበብ ሁሉ ከእግዚአብሔር ነው  
ኢትዮጵያ  ለዘላለም ትኑር 
ኦርቶዶክስ ሀይማኔቴ ልዩ እኮነሽ የጥንቷ የእናትና አባቴ",TRUE,none,0,2018-03-22T06:35:03.000Z,2018-03-22T06:35:03.000Z,UgyNnK_qyDGvKvBcduB4AaABAg,NA,NA
nardos fikire,https://yt3.ggpht.com/-MkOiPdqIHxA/AAAAAAAAAAI/AAAAAAAAAAA/YKUNmlZFyeA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCNrLHdFP8a0Zmxoj5E3u6Pg,UCNrLHdFP8a0Zmxoj5E3u6Pg,5-8kWn1tmXo,Betam yemigerm new ye egziabher dinke siraw bewnet abatachin tsegawu abzito yistot metenim lemayet yabkan,Betam yemigerm new ye egziabher dinke siraw bewnet abatachin tsegawu abzito yistot metenim lemayet yabkan,TRUE,none,0,2018-03-17T23:20:29.000Z,2018-03-17T23:20:29.000Z,Ugz9SJWwMkW1UXCC0s94AaABAg,NA,NA
Black Marta temtem Snuoet,https://yt3.ggpht.com/-v73mNrc1YKs/AAAAAAAAAAI/AAAAAAAAAAA/chl5QWuzcUw/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCKCu02e8fwbifb0zWBH0uBw,UCKCu02e8fwbifb0zWBH0uBw,5-8kWn1tmXo,erejim edema ketena gar yadlewot aba,erejim edema ketena gar yadlewot aba,TRUE,none,0,2018-03-10T14:40:38.000Z,2018-03-10T14:40:38.000Z,UgxfCVgp8V9w2nooQtJ4AaABAg,NA,NA
Rahel Bekele,https://yt3.ggpht.com/-9g0dC6jDidQ/AAAAAAAAAAI/AAAAAAAAAAA/Fo1nZ2-kwdM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCkbtSUYh2ExNhv4Tp9NtMeQ,UCkbtSUYh2ExNhv4Tp9NtMeQ,5-8kWn1tmXo,አማራ ታሪኩን ደገመ ከሀሜት ነፃ ሆነ ጥንት እሱ አልሰራም ይባል ነበር ግን ይሄው በዝህ ዘመን እደገና አሳየን አሳየው ላላየው!!!,አማራ ታሪኩን ደገመ ከሀሜት ነፃ ሆነ ጥንት እሱ አልሰራም ይባል ነበር ግን ይሄው በዝህ ዘመን እደገና አሳየን አሳየው ላላየው!!!,TRUE,none,2,2018-03-07T21:08:51.000Z,2018-03-07T21:08:51.000Z,UgxOkwJa9wgNm87ryFV4AaABAg,NA,NA
Abed Bazzi,https://yt3.ggpht.com/-vvUihTu0iiY/AAAAAAAAAAI/AAAAAAAAAAA/i5F9Zlx-YL8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCavdzPCAS9FMfcYuGN9zLwQ,UCavdzPCAS9FMfcYuGN9zLwQ,5-8kWn1tmXo,እግዚአብሔር ይመስገንንንንን,እግዚአብሔር ይመስገንንንንን,TRUE,none,0,2018-03-06T15:29:15.000Z,2018-03-06T15:29:15.000Z,UgxKrlEyErVdESk6qNR4AaABAg,NA,NA
ጺዎናዊት ሸዋንዳኝ,https://yt3.ggpht.com/-ZcpN5vPUxDM/AAAAAAAAAAI/AAAAAAAAAAA/OMikuoDRzuE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC4ZiNWnrSuscgPFWLjF0k1A,UC4ZiNWnrSuscgPFWLjF0k1A,5-8kWn1tmXo,የጥበቡ  ባለቤት  እግዚአብሔር ይመስገን,የጥበቡ  ባለቤት  እግዚአብሔር ይመስገን,TRUE,none,0,2018-03-06T11:19:07.000Z,2018-03-06T11:19:07.000Z,UgyF4TBno7EkU-U6aPJ4AaABAg,NA,NA
KaLus,https://yt3.ggpht.com/-tQhtDtGe82c/AAAAAAAAAAI/AAAAAAAAAAA/yKsBfuliLlg/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCzFY0xe8_59gYinjQWIwKfA,UCzFY0xe8_59gYinjQWIwKfA,5-8kWn1tmXo,whoever disliked this video must be filled with hate and resentment. why would you not like this? if anything how could you not be impressed with his dedication for his belief?,whoever disliked this video must be filled with hate and resentment. why would you not like this? if anything how could you not be impressed with his dedication for his belief?,TRUE,none,0,2018-03-03T01:48:49.000Z,2018-03-03T01:48:49.000Z,UgybawjFWTr7QABZ6_p4AaABAg,NA,NA
ልጅ እያሱ ዘአንበሳ,https://yt3.ggpht.com/-cZQXY4o8_MM/AAAAAAAAAAI/AAAAAAAAAAA/U8JPgprz1LQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCCIkexLCCAznNf-uDdgyfkg,UCCIkexLCCAznNf-uDdgyfkg,5-8kWn1tmXo,67 dislike አልገባኝም?  እነማን ናችው?,67 dislike አልገባኝም?  እነማን ናችው?,TRUE,none,2,2018-03-02T05:30:24.000Z,2018-03-02T05:30:24.000Z,UgyUrghVBdISNJ3480Z4AaABAg,NA,NA
kal mekaal,https://yt3.ggpht.com/-s1KgtU3srak/AAAAAAAAAAI/AAAAAAAAAAA/hNyY6l7B46E/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCsAOUQ0JPmPxddmJSD2MIlg,UCsAOUQ0JPmPxddmJSD2MIlg,5-8kWn1tmXo,Egzabhier  yemsegen zaram tamrtaten ysrsl,Egzabhier  yemsegen zaram tamrtaten ysrsl,TRUE,none,0,2018-02-27T12:31:11.000Z,2018-02-27T12:31:11.000Z,Ugwfb00aXZMq-YEE-zB4AaABAg,NA,NA
Megabe Setegn,https://yt3.ggpht.com/-8Zr12me5y98/AAAAAAAAAAI/AAAAAAAAAAA/cFSwNrf6ohQ/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCF-VW5L3-uxCEoBVlQ6Huow,UCF-VW5L3-uxCEoBVlQ6Huow,5-8kWn1tmXo,ሥለሁሉም   ነገር  እግዚአብሄር  ይመሥገን   ላአባቶች  እድሜ  ጤና  አብዝቶ  ይሥጥልን  ተዋህዶ  ለዘላለም  ትኑር,ሥለሁሉም   ነገር  እግዚአብሄር  ይመሥገን   ላአባቶች  እድሜ  ጤና  አብዝቶ  ይሥጥልን  ተዋህዶ  ለዘላለም  ትኑር,TRUE,none,0,2018-02-27T11:39:22.000Z,2018-02-27T11:39:22.000Z,Ugy56R-T6dbF0N771A14AaABAg,NA,NA
kal orthodox,https://yt3.ggpht.com/-5QPYTFuvzY8/AAAAAAAAAAI/AAAAAAAAAAA/pp1pB1fHIe8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCPfd0WncPFQLX94cwxthxxQ,UCPfd0WncPFQLX94cwxthxxQ,5-8kWn1tmXo,yedngil maryam  lij yikbar  yemasgane,yedngil maryam  lij yikbar  yemasgane,TRUE,none,0,2018-02-26T16:14:12.000Z,2018-02-26T16:14:12.000Z,UgyRFw2gJQXsFDUKLFJ4AaABAg,NA,NA
Zebna Zebo,https://yt3.ggpht.com/-doKIxppVwQA/AAAAAAAAAAI/AAAAAAAAAAA/EsVX_cgInYc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHrMLijcv7MT6CQRttBZuJA,UCHrMLijcv7MT6CQRttBZuJA,5-8kWn1tmXo,ጌታ ሆይ ስምህ ለዘላለም ከፍ ከፍ ይበል,ጌታ ሆይ ስምህ ለዘላለም ከፍ ከፍ ይበል,TRUE,none,0,2018-02-23T12:55:31.000Z,2018-02-23T12:55:31.000Z,UgwHgW7iQIP-cpBLUnF4AaABAg,NA,NA
Zebna Zebo,https://yt3.ggpht.com/-doKIxppVwQA/AAAAAAAAAAI/AAAAAAAAAAA/EsVX_cgInYc/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCHrMLijcv7MT6CQRttBZuJA,UCHrMLijcv7MT6CQRttBZuJA,5-8kWn1tmXo,እግዛአብሔር ስራው እንዴት ድንቅ ነው,እግዛአብሔር ስራው እንዴት ድንቅ ነው,TRUE,none,0,2018-02-23T12:50:45.000Z,2018-02-23T12:50:45.000Z,Ugxhz7N94ltqLxHxtwx4AaABAg,NA,NA
እናትትሁን ድልነሣ,https://yt3.ggpht.com/-M8mbfeb1-LI/AAAAAAAAAAI/AAAAAAAAAAA/QiWqVrtQBws/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCuzF5Jnchbr6kR_rz9N4u7Q,UCuzF5Jnchbr6kR_rz9N4u7Q,5-8kWn1tmXo,እግዚአብሔር ይመሰገን ሰይጣን ይፈር የተዋህዶ ልጆች ገና  በድንግል ማርያም ስም ብዙ ታምራት ስራ ይሰራሉ እድሜ ይስጥልን አባቶችን አያሳጣን ረጅም እድሜ ይስጥልን,እግዚአብሔር ይመሰገን ሰይጣን ይፈር የተዋህዶ ልጆች ገና  በድንግል ማርያም ስም ብዙ ታምራት ስራ ይሰራሉ እድሜ ይስጥልን አባቶችን አያሳጣን ረጅም እድሜ ይስጥልን,TRUE,none,0,2018-02-20T13:50:21.000Z,2018-02-20T13:50:21.000Z,Ugy_-lugm0JMQx2farB4AaABAg,NA,NA
Meseret Aseffa,https://yt3.ggpht.com/-q_n0xUUWWAA/AAAAAAAAAAI/AAAAAAAAAAA/_AZRuge9c0Q/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCLUwnD7mwnvg4r5BJCGj-LQ,UCLUwnD7mwnvg4r5BJCGj-LQ,5-8kWn1tmXo,Yabrhamu selase ayinelibonachinen yikfetelen berktachu begna yeder betselotachu asebun abatochachen neurulen edmena tena tsegaw yestelin,Yabrhamu selase ayinelibonachinen yikfetelen berktachu begna yeder betselotachu asebun abatochachen neurulen edmena tena tsegaw yestelin,TRUE,none,0,2018-02-19T16:34:36.000Z,2018-02-19T16:34:36.000Z,Ugw7pOsBIaqDAQi8Dmx4AaABAg,NA,NA
Yerga Yelma,https://yt3.ggpht.com/-Sfu5ESvhocc/AAAAAAAAAAI/AAAAAAAAAAA/rZKocPXlZbs/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCdKypffNr99OskevzuISXAA,UCdKypffNr99OskevzuISXAA,5-8kWn1tmXo,እግዘቤሂር ይመስገን ኦርቶዶክስ ያደርገን አሜን አሜን አሜን,እግዘቤሂር ይመስገን ኦርቶዶክስ ያደርገን አሜን አሜን አሜን,TRUE,none,0,2018-02-14T22:40:45.000Z,2018-02-14T22:40:45.000Z,Ugw4Ii_gG-2rn6RDscp4AaABAg,NA,NA
foura tito,https://yt3.ggpht.com/-CHGRyT7IuL4/AAAAAAAAAAI/AAAAAAAAAAA/4AhUOfOriC8/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCmFCxKduC6xIS6qXz6QKH6Q,UCmFCxKduC6xIS6qXz6QKH6Q,5-8kWn1tmXo,እግዚአብሔር ይመስገን ይህን ያደረገ መድሀናለም ለአለም ለዘለአለም ከፍ ከፍ ያለ ይሁን አሜን,እግዚአብሔር ይመስገን ይህን ያደረገ መድሀናለም ለአለም ለዘለአለም ከፍ ከፍ ያለ ይሁን አሜን,TRUE,none,0,2018-02-12T20:27:23.000Z,2018-02-12T20:27:23.000Z,Ugx6Rml5BUQzHELV2Oh4AaABAg,NA,NA
Tazeze Bewket,https://yt3.ggpht.com/-BN3HSKxtX8o/AAAAAAAAAAI/AAAAAAAAAAA/JsIcsEHIaI0/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCxgdzKsCk7bBKK0NeKgUCfA,UCxgdzKsCk7bBKK0NeKgUCfA,5-8kWn1tmXo,ETIHOPIAN EGZIABHIER YIBARK YIKEDS ESKE ELETE HLFET,ETIHOPIAN EGZIABHIER YIBARK YIKEDS ESKE ELETE HLFET,TRUE,none,0,2018-02-07T20:14:02.000Z,2018-02-07T20:14:02.000Z,UgzeA2q5Q9OuKxX4QgV4AaABAg,NA,NA
esromlove luelove,https://yt3.ggpht.com/-Q93xpt1vzJo/AAAAAAAAAAI/AAAAAAAAAAA/OzGjQDQxcpk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCcdQaVx6BBcUGkNMjyFTN2g,UCcdQaVx6BBcUGkNMjyFTN2g,5-8kWn1tmXo,God bless Ethiopia,God bless Ethiopia,TRUE,none,0,2018-02-07T07:54:58.000Z,2018-02-07T07:54:58.000Z,UgxJZjHXWF9f9_KQTMJ4AaABAg,NA,NA
HABTAM GIRMA DEMESA,https://yt3.ggpht.com/-T4zTRffTiBc/AAAAAAAAAAI/AAAAAAAAAAA/vKpPqIQPplA/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC9tuRdqvfNhNQDoI46ENsaQ,UC9tuRdqvfNhNQDoI46ENsaQ,5-8kWn1tmXo,እግዚአብሄርይመስገን,እግዚአብሄርይመስገን,TRUE,none,0,2018-02-06T19:15:26.000Z,2018-02-06T19:15:26.000Z,Ugyc_mooK1kGRx195pN4AaABAg,NA,NA
habtamu mohammed,https://yt3.ggpht.com/-tXhswzOl3AE/AAAAAAAAAAI/AAAAAAAAAAA/fBnsharfwIM/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCn9GXgfsHkI4WVh_suQudPg,UCn9GXgfsHkI4WVh_suQudPg,5-8kWn1tmXo,egeziabher endezih yalu abaTOCHIN YABZALEN,egeziabher endezih yalu abaTOCHIN YABZALEN,TRUE,none,0,2018-02-06T12:50:05.000Z,2018-02-06T12:50:05.000Z,UgzPk6AAzWAXL_nb9Ld4AaABAg,NA,NA
እናት የእግዚአብሔር ባሪያ,https://yt3.ggpht.com/-TGT-y5sGXjU/AAAAAAAAAAI/AAAAAAAAAAA/Bpi8irFvEqk/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UChQr5qpe_cKm_lJOiHeoTjw,UChQr5qpe_cKm_lJOiHeoTjw,5-8kWn1tmXo,Elelelelllllllllllllelelellll gerum dike new yegziabhar sira,Elelelelllllllllllllelelellll gerum dike new yegziabhar sira,TRUE,none,0,2018-02-05T12:32:34.000Z,2018-02-05T12:32:34.000Z,Ugz0xNA001O7Yb8p2U14AaABAg,NA,NA
rasdan bunabuna,https://yt3.ggpht.com/-pI5nYxSY_kU/AAAAAAAAAAI/AAAAAAAAAAA/5IE9NMb0np4/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UC83HDeD9iwWsrmQaTWN2eQA,UC83HDeD9iwWsrmQaTWN2eQA,5-8kWn1tmXo,በውሸት ትምኅርት ከመወሠድ(ከእሣተ ገሀናም ለመደን) አንብቡ<br /> ኤር 9፤10 . ኤር 23፤16--18 ቁ 25-32 ዘዳ13፤1--5 ሐዋ20፤29--32 ማቴ7፤13--17 ሮሜ16፤17--18 1ዮሀ 4፤1--6 2ጰሮሰ 2፤1--13 ማር13፤22--23   2ዜና 18፤19--23<br />መፃሐፍ ቅዱሰ ወደ እዉነት ያመራልና,"በውሸት ትምኅርት ከመወሠድ(ከእሣተ ገሀናም ለመደን) አንብቡ
 ኤር 9፤10 . ኤር 23፤16--18 ቁ 25-32 ዘዳ13፤1--5 ሐዋ20፤29--32 ማቴ7፤13--17 ሮሜ16፤17--18 1ዮሀ 4፤1--6 2ጰሮሰ 2፤1--13 ማር13፤22--23   2ዜና 18፤19--23
መፃሐፍ ቅዱሰ ወደ እዉነት ያመራልና",TRUE,none,0,2018-02-04T08:54:49.000Z,2018-02-04T08:54:49.000Z,Ugw-1DtmW5FLyTT7ZV54AaABAg,NA,NA
የህይወቴ ብርሀን እመብርሀን,https://yt3.ggpht.com/-3i74acz71jE/AAAAAAAAAAI/AAAAAAAAAAA/pRscYvh_psE/s28-c-k-no-mo-rj-c0xffffff/photo.jpg,http://www.youtube.com/channel/UCIGDCDHIZa40hciyWgKpMtw,UCIGDCDHIZa40hciyWgKpMtw,5-8kWn1tmXo,ስለ ሁሉም ነገር የድንግል ልጅ ይመስገን,ስለ ሁሉም ነገር የድንግል ልጅ ይመስገን,TRUE,none,0,2018-02-03T11:41:51.000Z,2018-02-03T11:41:51.000Z,Ugw0t9NZptiCkD6FrEp4AaABAg,NA,NA
