video_id,publishedAt,channelId,title,description,thumbnails.default.url,thumbnails.default.width,thumbnails.default.height,thumbnails.medium.url,thumbnails.medium.width,thumbnails.medium.height,thumbnails.high.url,thumbnails.high.width,thumbnails.high.height,channelTitle,liveBroadcastContent
3Oq_TUewnfE,2013-02-07T23:18:59.000Z,UC_-_Se07oFnI_uwOq6JHrlg,Caribou - Lalibela (Thology Remix),Taken from the Wizard Sleeve Beat Emporium Vol.1 FREE DOWNLOAD: http://bit.ly/Yy2AyR www.soundcloud.com/thology.,https://i.ytimg.com/vi/3Oq_TUewnfE/default.jpg,120,90,https://i.ytimg.com/vi/3Oq_TUewnfE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3Oq_TUewnfE/hqdefault.jpg,480,360,Wizard Sleeve,none
VpT8qAtQY3o,2016-03-08T16:16:02.000Z,UC0W_Yekej1YoYk801Lt0Img,Timkat in Lalibela,"Ethiopian Orthodox Christian celebration of Timkat (Epiphany) in Lalibela, with procession, dancing priests, holy water distribution.",https://i.ytimg.com/vi/VpT8qAtQY3o/default.jpg,120,90,https://i.ytimg.com/vi/VpT8qAtQY3o/mqdefault.jpg,320,180,https://i.ytimg.com/vi/VpT8qAtQY3o/hqdefault.jpg,480,360,Spencer Weart,none
aVvIMFd65HQ,2014-08-01T00:18:25.000Z,UCuE34ZZRU4y8wf0JVco9XqQ,MEGALITHIC CHURCHES IN AFRICA  Lalibela Aksum,vlad9vt https://www.youtube.com/watch?v=WtESQDAqFW4&list=UUKOzVzkcGLbBvuCwOjXepmg.,https://i.ytimg.com/vi/aVvIMFd65HQ/default.jpg,120,90,https://i.ytimg.com/vi/aVvIMFd65HQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aVvIMFd65HQ/hqdefault.jpg,480,360,eyeopen,none
sYTF8UVJiPM,2015-05-14T10:46:48.000Z,UCeSjGDDlBovJjo654WYu6hA,Ethiopia/ Lalibela (Leddet Festival) 4 Part 26,Welcome to my travelchannel.On my channel you can find almost 1000 films of more than 70 countries. See the playlist on my youtube channel.,https://i.ytimg.com/vi/sYTF8UVJiPM/default.jpg,120,90,https://i.ytimg.com/vi/sYTF8UVJiPM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/sYTF8UVJiPM/hqdefault.jpg,480,360,Nurettin Yilmaz,none
10bzNJVSaHA,2018-03-08T11:02:10.000Z,UCYRF7dbMB_3N4vg1punGl1Q,Maribela Hotel - Lalibela,Hotel Maribela is located in the heart of Lalibela mountains. spacious and modern rooms all with breath taking views of the Ethiopian Highlands. Maribela Hotel ...,https://i.ytimg.com/vi/10bzNJVSaHA/default.jpg,120,90,https://i.ytimg.com/vi/10bzNJVSaHA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/10bzNJVSaHA/hqdefault.jpg,480,360,Maribela Hotel - Lalibela,none
Nb5hMWdxGuU,2017-11-24T17:10:20.000Z,UCeffaUOrqVZuGyIik6Z3UPQ,"ETHIOPIA Timkat Lalibela (2017) Documentary, Travel, Road Trip, ጥምቀት, Timqet","ETHIOPIA Timkat festival LALIBELA January 2017, travel, report, documentary (English Version by Cristal Sénès) Vidéo : Jacques TREVISAN record with Sony ...",https://i.ytimg.com/vi/Nb5hMWdxGuU/default.jpg,120,90,https://i.ytimg.com/vi/Nb5hMWdxGuU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Nb5hMWdxGuU/hqdefault.jpg,480,360,jacques TREVISAN,none
85-ef3pe0iE,2012-11-16T19:41:00.000Z,UCOFIWpNeov-fwCJQDKheEbQ,Lalibela Ethiopie,"Ville sainte des chrétiens orthodoxes d'Éthiopie, Lalibela est célèbre pour ses onze églises monolithes médiévales taillées et creusées à même le roc, dont la ...",https://i.ytimg.com/vi/85-ef3pe0iE/default.jpg,120,90,https://i.ytimg.com/vi/85-ef3pe0iE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/85-ef3pe0iE/hqdefault.jpg,480,360,christophe vaillant,none
ODgAtdzBDdA,2015-03-12T12:48:31.000Z,UCRjfGrf9PP-J6TTyuaUg_4A,"Lalibela, iglesias talladas en roca",,https://i.ytimg.com/vi/ODgAtdzBDdA/default.jpg,120,90,https://i.ytimg.com/vi/ODgAtdzBDdA/mqdefault.jpg,320,180,https://i.ytimg.com/vi/ODgAtdzBDdA/hqdefault.jpg,480,360,La Odisea Del Misterio,none
Elr5Dx3Zj-Y,2017-10-22T23:00:01.000Z,UC8SPhPoZ1FZs2fu-o1Gb_NA,Geoffs Highway View :  Ethiopia   Lalibela to Woldiya,,https://i.ytimg.com/vi/Elr5Dx3Zj-Y/default.jpg,120,90,https://i.ytimg.com/vi/Elr5Dx3Zj-Y/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Elr5Dx3Zj-Y/hqdefault.jpg,480,360,geoffmackley,none
8hhT_S-D7nE,2014-08-21T17:58:48.000Z,UCyo69MRswGNyoIZW-MfE0xw,"Naked feet village kids on the way to Asheten Mariam Monastery, Lalibela",I was really impressed to see kids naked feet on the way to Asheten Mariam Monastery. They were using no shoes at all walking on the mountain on an altitude ...,https://i.ytimg.com/vi/8hhT_S-D7nE/default.jpg,120,90,https://i.ytimg.com/vi/8hhT_S-D7nE/mqdefault.jpg,320,180,https://i.ytimg.com/vi/8hhT_S-D7nE/hqdefault.jpg,480,360,MAOLsuperstar,none
R0CfjPeWw3c,2016-04-29T19:15:45.000Z,UCmtnCTV0SrUPr9Zc4aX03cw,Dinner at Lalibela Ethiopian Restaurant in Toronto,My second time dining at Lalibela Ethiopian Restaurant in Toronto and my third overall time eating Ethiopian food. My friend had just gone to the restroom to ...,https://i.ytimg.com/vi/R0CfjPeWw3c/default.jpg,120,90,https://i.ytimg.com/vi/R0CfjPeWw3c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/R0CfjPeWw3c/hqdefault.jpg,480,360,stenoodie,none
EkPNl3PeGvQ,2018-01-16T18:30:00.000Z,UCWNQoY47Ha8RYW1Ftol92dQ,Lalibela & Degosach Eco Lodage  I  Episode # 12 I Backpacking Africa Travel Vlog HandZaround,"High above the clouds of Lalibela, we spent three nights filming and creating a short documentary film for the Degosach Eco Lodge. This vlog is a behind the ...",https://i.ytimg.com/vi/EkPNl3PeGvQ/default.jpg,120,90,https://i.ytimg.com/vi/EkPNl3PeGvQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/EkPNl3PeGvQ/hqdefault.jpg,480,360,HandZaround,none
IuQnDh5eMzQ,2016-03-18T22:19:43.000Z,UCzefaSpyKJYpHzYIcd2hDoA,"Once upon a faith in Lalibela, Ethiopia","A 25' documentary about the monolithic churches in Lalibela, Ethiopia, built in the 13th century in order to create a new Jerusalem. Emphasis is on sharing the ...",https://i.ytimg.com/vi/IuQnDh5eMzQ/default.jpg,120,90,https://i.ytimg.com/vi/IuQnDh5eMzQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/IuQnDh5eMzQ/hqdefault.jpg,480,360,Tito Dupret,none
UsLWoiidI1A,2016-03-11T05:01:26.000Z,UCs8HTlXpPZ36l6wYVVtig2w,Joseph lalibela-  Mark Of The Beast & Dub,Selassie I Soundz.,https://i.ytimg.com/vi/UsLWoiidI1A/default.jpg,120,90,https://i.ytimg.com/vi/UsLWoiidI1A/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UsLWoiidI1A/hqdefault.jpg,480,360,Tiggie Dub,none
lSpm4wMXFb0,2017-11-02T16:46:18.000Z,UCMfLKsD9iIitmdkfJfZ4DSw,Ethiopia ― Rock-hewn Churches of Lalibela: Still in danger due to bad protection strategy,"Ethiopia • The sun/rain protective shields on the church are creating devastating side effects on the rock-hewn churches of Lalibela, Amhara Mass Media Agency ...",https://i.ytimg.com/vi/lSpm4wMXFb0/default.jpg,120,90,https://i.ytimg.com/vi/lSpm4wMXFb0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/lSpm4wMXFb0/hqdefault.jpg,480,360,Ethiopia Online Videos,none
hTzugkbH6fs,2013-05-20T12:59:35.000Z,UCNQ_P-V5HmFdwbICgHH9kNg,One of Eleven Monolithic Churches  Church of St. George in Lalibela,Subscribe For More VIdeos: http://goo.gl/CnuhTj.,https://i.ytimg.com/vi/hTzugkbH6fs/default.jpg,120,90,https://i.ytimg.com/vi/hTzugkbH6fs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/hTzugkbH6fs/hqdefault.jpg,480,360,Pastimers - World's Best & Worst,none
y90lH6oqrVc,2016-06-27T15:34:17.000Z,UCHE745S6NYO2SHnQ7DsgfkA,Lalibela - A Rastafari Perspective,Give Thanks for the guided footstep seen. Mongst I & I Midnite. Instagram @MajicalRu1Fam.,https://i.ytimg.com/vi/y90lH6oqrVc/default.jpg,120,90,https://i.ytimg.com/vi/y90lH6oqrVc/mqdefault.jpg,320,180,https://i.ytimg.com/vi/y90lH6oqrVc/hqdefault.jpg,480,360,MajicalONE,none
0dvaAp7jsCM,2007-08-27T05:18:53.000Z,UC_rT1jOAACGE5B6IWTBFsPA,Ethiopia 2007 025 - Lalibela,Lalibela streets.,https://i.ytimg.com/vi/0dvaAp7jsCM/default.jpg,120,90,https://i.ytimg.com/vi/0dvaAp7jsCM/mqdefault.jpg,320,180,https://i.ytimg.com/vi/0dvaAp7jsCM/hqdefault.jpg,480,360,Jan van Bekkum,none
Bs8k--JJ7jk,2017-06-08T02:40:59.000Z,UChvPDboaAtwYS-tH29FqvVQ,Oldest Rock Hewn Churches in Lalibela - Ethiopia Tour  May 2017,"Bomani in Ethiopia on an incredible 7 city tour May 7-14, 2017. This journey includes Addis Ababa, Bahir Dar, Gondar, Axum, Lalibela, Shashamene and ...",https://i.ytimg.com/vi/Bs8k--JJ7jk/default.jpg,120,90,https://i.ytimg.com/vi/Bs8k--JJ7jk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Bs8k--JJ7jk/hqdefault.jpg,480,360,Bomani Tyehimba,none
HE5MLFQymn4,2017-05-02T23:24:23.000Z,UCy9IWUP075Soog06eHKiFSA,Tuff Lion - Lalibela - TEN STRINGS,"If u ever have a chance to visit the glorious village of Lalibela in Ethiopia, do it! Wonderfull remote region with ancient pilgrimage sites & of course pilgrims from ...",https://i.ytimg.com/vi/HE5MLFQymn4/default.jpg,120,90,https://i.ytimg.com/vi/HE5MLFQymn4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/HE5MLFQymn4/hqdefault.jpg,480,360,Ras Chapati,none
qUll4trPIwY,2010-03-16T22:40:19.000Z,UCXxZqlPtlSg8iA5UjROgezg,Templo esculpido na pedra em Lalibela/Etiópia - Nova África,"O templo, dedicado a São Jorge, foi esculpido em rocha viva no século XII.",https://i.ytimg.com/vi/qUll4trPIwY/default.jpg,120,90,https://i.ytimg.com/vi/qUll4trPIwY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qUll4trPIwY/hqdefault.jpg,480,360,novaafrica,none
CRXBu3npryI,2017-03-30T10:26:18.000Z,UCDmVnFwzPMa8w2JhQaPfe9w,Praise Him in Lalibela Ethiopia in Rock Churches on Passover,,https://i.ytimg.com/vi/CRXBu3npryI/default.jpg,120,90,https://i.ytimg.com/vi/CRXBu3npryI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/CRXBu3npryI/hqdefault.jpg,480,360,Leeland Jones,none
9rvH09hZgI0,2017-11-03T06:33:41.000Z,UCEuvzIxvt66CCcZGQfCG5jQ,Gondar - Lalibela - Axum | Two flights | Ethiopian Airlines,,https://i.ytimg.com/vi/9rvH09hZgI0/default.jpg,120,90,https://i.ytimg.com/vi/9rvH09hZgI0/mqdefault.jpg,320,180,https://i.ytimg.com/vi/9rvH09hZgI0/hqdefault.jpg,480,360,robert maher,none
G4A8io7DoKY,2013-11-14T20:42:59.000Z,UCZrbZlsoqMn3tx4-fcYxhsw,Lalibela Churches - Morning,"A visit to some of the rock-hewn churches at Lalibela in the highlands of Amhara, Ethiopia on the morning of 25 April 2013. This is shortly before Easter in the ...",https://i.ytimg.com/vi/G4A8io7DoKY/default.jpg,120,90,https://i.ytimg.com/vi/G4A8io7DoKY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/G4A8io7DoKY/hqdefault.jpg,480,360,Richard Anderson,none
UMyix82P4gI,2011-07-12T16:38:11.000Z,UCq2dVNgnfPlIztxLVKaNB9g,"Dancing kids (Lalibela, Ethiopia)",,https://i.ytimg.com/vi/UMyix82P4gI/default.jpg,120,90,https://i.ytimg.com/vi/UMyix82P4gI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UMyix82P4gI/hqdefault.jpg,480,360,Joel Carillet,none
UpN2btAtftU,2010-09-29T11:52:01.000Z,UC_5qxE-6ITKqNYK6Z7EZYtQ,Travel Ethiopia - Visit Rock-Hewn Lalibela,Take a tour of Rock-Hewn Lalibela in Ethiopia -- part of the World's Greatest Attractions series by GeoBeats. In Ethiopia- beneath its surface- are some of the ...,https://i.ytimg.com/vi/UpN2btAtftU/default.jpg,120,90,https://i.ytimg.com/vi/UpN2btAtftU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/UpN2btAtftU/hqdefault.jpg,480,360,geobeats,none
a7q1xmK3n54,2013-02-15T12:03:37.000Z,UCfjwt4eTu46Zs9VkX9CNfUQ,"Lalibela Priest Copt, Land and home. Ethiopia Chant","Priest Copt, on Lalibela Ethiopia, and his home. Humility, simplicity, gentleness, all Love and Beauty. Be God Blessed.",https://i.ytimg.com/vi/a7q1xmK3n54/default.jpg,120,90,https://i.ytimg.com/vi/a7q1xmK3n54/mqdefault.jpg,320,180,https://i.ytimg.com/vi/a7q1xmK3n54/hqdefault.jpg,480,360,Pulpito Pulpo,none
4sbTHwS7u_4,2015-05-13T22:14:28.000Z,UCeSjGDDlBovJjo654WYu6hA,Ethiopia/Lalibela 2 (World Heritage Site)  Part 24,Welcome to my travelchannel.On my channel you can find almost 1000 films of more than 70 countries. See the playlist on my youtube channel.,https://i.ytimg.com/vi/4sbTHwS7u_4/default.jpg,120,90,https://i.ytimg.com/vi/4sbTHwS7u_4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/4sbTHwS7u_4/hqdefault.jpg,480,360,Nurettin Yilmaz,none
XeohIFE9jyY,2008-08-31T08:41:01.000Z,UCsoZ8Y_ZcAiBBTdeR7KmL5Q,Lalibela BBC arround the world. The True Cross celebration part 1,Lalibela the eight wonder of the world.,https://i.ytimg.com/vi/XeohIFE9jyY/default.jpg,120,90,https://i.ytimg.com/vi/XeohIFE9jyY/mqdefault.jpg,320,180,https://i.ytimg.com/vi/XeohIFE9jyY/hqdefault.jpg,480,360,Lalibelatown,none
vlhYBL1d97M,2009-09-16T13:02:56.000Z,UChG4sW_EK0ZHR063SotSsjw,An Ethiopian Orthodox Easter in Lalibela HQ,In the rock hewn Churches of Lalibela people praying on Good Friday. My blog on this: ...,https://i.ytimg.com/vi/vlhYBL1d97M/default.jpg,120,90,https://i.ytimg.com/vi/vlhYBL1d97M/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vlhYBL1d97M/hqdefault.jpg,480,360,wokling,none
Rzuuiaqn4Fs,2010-04-20T21:31:35.000Z,UCxFiGTrsyjlhPlhE0ndq6DA,Caribou - Lalibela,Voilà un clip pour la ragazza.,https://i.ytimg.com/vi/Rzuuiaqn4Fs/default.jpg,120,90,https://i.ytimg.com/vi/Rzuuiaqn4Fs/mqdefault.jpg,320,180,https://i.ytimg.com/vi/Rzuuiaqn4Fs/hqdefault.jpg,480,360,elliotjluke,none
tLMvrW4CvZI,2017-09-27T16:45:26.000Z,UCvk0L6qsDhWCNlNJtHUFOiA,cafe lalibela 21 years anniversary,,https://i.ytimg.com/vi/tLMvrW4CvZI/default.jpg,120,90,https://i.ytimg.com/vi/tLMvrW4CvZI/mqdefault.jpg,320,180,https://i.ytimg.com/vi/tLMvrW4CvZI/hqdefault.jpg,480,360,Tadele Ayalew,none
rYQ9RS-hZ3k,2009-09-17T18:24:30.000Z,UCuiLNWDlntHpY88MBRoyd1g,Igreja de São Jorge - Lalibela,assista vale apena!!!,https://i.ytimg.com/vi/rYQ9RS-hZ3k/default.jpg,120,90,https://i.ytimg.com/vi/rYQ9RS-hZ3k/mqdefault.jpg,320,180,https://i.ytimg.com/vi/rYQ9RS-hZ3k/hqdefault.jpg,480,360,Caboclo Itapuarê,none
F00XtWwho20,2017-06-06T18:36:25.000Z,UCFksIpm-vcsusKC5hd5JHPQ,Aba Wude or Amina or Lalibela best ethiopian culture.,The best Ethiopian information center!,https://i.ytimg.com/vi/F00XtWwho20/default.jpg,120,90,https://i.ytimg.com/vi/F00XtWwho20/mqdefault.jpg,320,180,https://i.ytimg.com/vi/F00XtWwho20/hqdefault.jpg,480,360,From Tam,none
NqnuO4n0Yao,2012-05-15T16:18:13.000Z,UCAQ-59jzXS2ecccelLgZiyw,"Conservation Science - 3D Laser Scanning of the Rock-Hewn Churches of Lalibela, Ethiopia","Animations of 3D laser scanning of the Churches of Lalibela. A project of WMF in collaboration with the Zamani Initiative of the University of Cape Town, ...",https://i.ytimg.com/vi/NqnuO4n0Yao/default.jpg,120,90,https://i.ytimg.com/vi/NqnuO4n0Yao/mqdefault.jpg,320,180,https://i.ytimg.com/vi/NqnuO4n0Yao/hqdefault.jpg,480,360,World Monuments Fund,none
fRQVVxcbF1c,2018-01-21T05:08:25.000Z,UChi-pnEqP1E-VMEiwJiVaEw,Sora Lodge Lalibela Ethiopia drone overview by Eric Khayat,Sora Lodge Lalibela welcomes you all with great services and unbeaten location and quality. The best in Town!,https://i.ytimg.com/vi/fRQVVxcbF1c/default.jpg,120,90,https://i.ytimg.com/vi/fRQVVxcbF1c/mqdefault.jpg,320,180,https://i.ytimg.com/vi/fRQVVxcbF1c/hqdefault.jpg,480,360,Sora Lodge Lalibela,none
vJGxSO7LgD4,2014-06-03T16:57:47.000Z,UCjzW6guPCiDKZiKFB-3mN3g,Lalibela Kirche Heiligen Georg,https://www.freudenthal.biz/aethiopien/ - Eindrücke von der Kirche des Heiligen Georgs mit ihrer markanten Kreuzform in Lalibela. Über den Link kommt Ihr zu ...,https://i.ytimg.com/vi/vJGxSO7LgD4/default.jpg,120,90,https://i.ytimg.com/vi/vJGxSO7LgD4/mqdefault.jpg,320,180,https://i.ytimg.com/vi/vJGxSO7LgD4/hqdefault.jpg,480,360,Lars Freudenthal,none
AK3RBwovnZo,2017-07-02T17:11:10.000Z,UCuB_E0wV_a3Mvar5Edbb_aA,OBF ✣ JOSEPH LALIBELA BABYLON IS FALL ✣ BASS CAMP SOUND SYSTEM WEEKENDER / 29.06.17,OBF & Shanti D / Powered by Roots Revival Sound System / Bass Camp / 29.06. 2017.,https://i.ytimg.com/vi/AK3RBwovnZo/default.jpg,120,90,https://i.ytimg.com/vi/AK3RBwovnZo/mqdefault.jpg,320,180,https://i.ytimg.com/vi/AK3RBwovnZo/hqdefault.jpg,480,360,Bart Herbsman,none
qurApYNi7Sk,2013-03-03T10:34:56.000Z,UCN4OgC7oEVEMsYz4ivCnvHg,"ETHIOPIA: The most luxurious hotel in LALIBELA, the TUKUL VILLAGE HOTEL","SUBSCRIBE: http://www.youtube.com/c/VicStefanu - Tukul Village Hotel, Lalibela, Ethiopia. Vic Stefanu, vstefanu@yahoo.com. Ethiopia is a sovereign state ...",https://i.ytimg.com/vi/qurApYNi7Sk/default.jpg,120,90,https://i.ytimg.com/vi/qurApYNi7Sk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/qurApYNi7Sk/hqdefault.jpg,480,360,Vic Stefanu - World Travels and Adventures,none
3ZWWOa4FIpU,2010-11-04T23:08:29.000Z,UC52ETIyVWIWJDkmal-bRvjQ,St. Lalibela Ethiopian Christmas Eve 2  ivi,,https://i.ytimg.com/vi/3ZWWOa4FIpU/default.jpg,120,90,https://i.ytimg.com/vi/3ZWWOa4FIpU/mqdefault.jpg,320,180,https://i.ytimg.com/vi/3ZWWOa4FIpU/hqdefault.jpg,480,360,Abebe Yitbarek,none
aGn2Dqc6Tnk,2017-11-13T00:49:35.000Z,UCwQxdHcEOWAlUPpy0QkeYPg,Masego Soundsystem ft Joseph Lalibela - Babylon A Fall (OBF production),,https://i.ytimg.com/vi/aGn2Dqc6Tnk/default.jpg,120,90,https://i.ytimg.com/vi/aGn2Dqc6Tnk/mqdefault.jpg,320,180,https://i.ytimg.com/vi/aGn2Dqc6Tnk/hqdefault.jpg,480,360,Masego Soundsystem,none
7axT6sicn6E,2009-10-05T11:52:17.000Z,UCyU8Q-0ptSB5K1ZOC054qkw,Patrimonito en Etiopía Iglesias talladas en la roca de Lalibela,Patrimonito en Etiopía Iglesias talladas en la roca de Lalibela.,https://i.ytimg.com/vi/7axT6sicn6E/default.jpg,120,90,https://i.ytimg.com/vi/7axT6sicn6E/mqdefault.jpg,320,180,https://i.ytimg.com/vi/7axT6sicn6E/hqdefault.jpg,480,360,Juan B. Quintero,none
wDufWRdjbeQ,2014-09-30T13:54:06.000Z,UCJBeS7uYOqoonPxYUs0cnHA,Ashendye at lasta Lalibela,,https://i.ytimg.com/vi/wDufWRdjbeQ/default.jpg,120,90,https://i.ytimg.com/vi/wDufWRdjbeQ/mqdefault.jpg,320,180,https://i.ytimg.com/vi/wDufWRdjbeQ/hqdefault.jpg,480,360,Meski,none
