text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"RT @Ze_Alem: መርጠን አንስማ መርጠን አንወግን! ከዘውጌነት በፊት ሰብዓዊነት! ለጌድኦ ድምጻችንን እናሰማ!  #Gedeo #Guji #Ethiopia 

እንዴት 8⃣0⃣0⃣0⃣0⃣0⃣ ሰው ተፈናቅሎ ዝም እንላለን?",FALSE,0,NA,2018-07-06T12:57:59Z,FALSE,NA,1015218300803059713,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheMulugeta,22,TRUE,FALSE,NA,NA
"RT @addisstandard: #Ethiopia: House to approve 2011 (2018-2019) Budget Bill 
https://t.co/q5PUzlr6Q2
⏩2017-2018 budget bill was $13.8 billi…",FALSE,0,NA,2018-07-06T12:57:56Z,FALSE,NA,1015218290095017984,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",GoleYohanes,21,TRUE,FALSE,NA,NA
"Abiy Ahmed's ""new democracy in #Ethiopia"" 😂😂😂 https://t.co/r2aKwfn8fz",FALSE,0,NA,2018-07-06T12:57:50Z,FALSE,NA,1015218263565983744,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,0,FALSE,FALSE,NA,NA
"RT @addisstandard: #Ethiopia:Chanyalew Faji, customs &amp; revenue office, #Moyale town, told Etv 8 cars burned, computers &amp; other gov properti…",FALSE,0,NA,2018-07-06T12:56:19Z,FALSE,NA,1015217881439612928,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EA_CivicCouncil,15,TRUE,FALSE,NA,NA
@awolallo In a country where THE LAW segregates people based on tribe (kilils) &amp; promotes territorial ethnic nativi… https://t.co/FVjy9ukLtt,FALSE,3,awolallo,2018-07-06T12:56:08Z,TRUE,1015199393149083648,1015217836090908678,757319280,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",MTBorago,0,FALSE,FALSE,NA,NA
"RT @coldplague: Girls from  Temben, Tigray #Ethiopia #colors ( h/t @Kalebe38Teklu) https://t.co/5RwhcEVm4G",FALSE,0,NA,2018-07-06T12:55:54Z,FALSE,NA,1015217778201112576,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MessieEth,18,TRUE,FALSE,NA,NA
"RT @ZekuZelalem: Here's my latest on @hrw's detailed look at the horrific treatment of detainees at the Jijiga city ""Jail Ogaden."" Rape of…",FALSE,0,NA,2018-07-06T12:55:33Z,FALSE,NA,1015217690661842944,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",aradatimes,6,TRUE,FALSE,NA,NA
RT @IamWizEthiopia: Do you think it’s the right time for #Ethiopia to Privatize it’s national flag carrier Ethiopian Airlines @flyethiopian…,FALSE,0,NA,2018-07-06T12:55:25Z,FALSE,NA,1015217654146138112,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",IamWizEthiopia,2,TRUE,FALSE,NA,NA
"RT @reachwater: BLOG | Following a visit in the dry lower part of #Ethiopia's #Awashbasin, Dr @CatGrasham discusses how #water related #ris…",FALSE,0,NA,2018-07-06T12:55:01Z,FALSE,NA,1015217556259557376,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",IWAHQ,9,TRUE,FALSE,NA,NA
"#Ethiopia stands at a critical juncture, even so new PM @DrAbiyAhmedAli seems to offer hope with extensive fast tra… https://t.co/WYFrFgWCkj",FALSE,2,NA,2018-07-06T12:54:32Z,TRUE,NA,1015217434511511552,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",TMhasalkar,2,FALSE,FALSE,NA,NA
RT @AnaGomesMEP: Really crucial to enable inclusive dialogue needed to lead to a truly inclusive democracy in #Ethiopia! Great hope and joy…,FALSE,0,NA,2018-07-06T12:53:47Z,FALSE,NA,1015217245860122625,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TatekShifraw,28,TRUE,FALSE,NA,NA
"RT @gobenastreet: ""The Addis Ababa Housing projects must be evaluated. The government couldn't deliver a house for everyone. This is also t…",FALSE,0,NA,2018-07-06T12:53:40Z,FALSE,NA,1015217215635906565,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MemekiyaWolde,4,TRUE,FALSE,NA,NA
RT @fitih11: #ETHIOPIA | ብርቱካን ሚdhቅሳ ተደምራ በኢትዮጵያ የፓለቲካው መድረክ ላይ ዳግም እናያታለን ብለን ተስፋ እናደርጋለን #HOPE https://t.co/ukMG4Q73oB,FALSE,0,NA,2018-07-06T12:52:57Z,FALSE,NA,1015217033292730368,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gigarb_,2,TRUE,FALSE,NA,NA
"Abiy Ahmed a 'painkiller, not a cure' for Ethiopia's problems https://t.co/THfR9VWY7S #Ethiopia",FALSE,0,NA,2018-07-06T12:52:39Z,FALSE,NA,1015216959913365510,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,0,FALSE,FALSE,NA,NA
RT @holeinthedonut: Sun Sets Over Salt Flats in the Danakil Depression of #Ethiopia https://t.co/vI27b4s3Wp https://t.co/1ty0Z4bQ4d,FALSE,0,NA,2018-07-06T12:52:18Z,FALSE,NA,1015216870151122944,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",costyy80,1,TRUE,FALSE,NA,NA
"RT @gobenastreet: ""The contribution of each regional state to the GDP of the nation must be calculated independently. Then, the government…",FALSE,0,NA,2018-07-06T12:51:45Z,FALSE,NA,1015216732720558080,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ElyabT,1,TRUE,FALSE,NA,NA
RT @Yohannesb02: #Ethiopia can’t afford to keep putting out fires everywhere. The source of z ‘fire’ -tribalism- should be abolished. @Dr_A…,FALSE,0,NA,2018-07-06T12:51:44Z,FALSE,NA,1015216728572399618,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",M_A_Wolde,1,TRUE,FALSE,NA,NA
"Good morning from our cup of Hambela!
.
#Ethiopia #PourOver #Coffee #ComeTogether #YourNeighborhoodCoffeeRoaster… https://t.co/3Wn9Wi4FVP",FALSE,1,NA,2018-07-06T12:51:10Z,TRUE,NA,1015216584867176448,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",LaCosechaCoffee,0,FALSE,FALSE,NA,NA
"""The contribution of each regional state to the GDP of the nation must be calculated independently. Then, the gover… https://t.co/lEPfQLmmVa",FALSE,2,gobenastreet,2018-07-06T12:51:00Z,TRUE,1015215182329491456,1015216543758737409,214406091,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",gobenastreet,1,FALSE,FALSE,NA,NA
"RT @coldplague: Girls from  Temben, Tigray #Ethiopia #colors ( h/t @Kalebe38Teklu) https://t.co/5RwhcEVm4G",FALSE,0,NA,2018-07-06T12:50:43Z,FALSE,NA,1015216471314718720,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",saway1518,18,TRUE,FALSE,NA,NA
"Patience by Nas And Damian Marley! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/NnFj8w08Ak",FALSE,1,NA,2018-07-06T12:49:52Z,TRUE,NA,1015216257103204353,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA
RT @Eritrea_UN: #HRC38 resolution came at a time when recent positive development between #Eritrea and #Ethiopia have brought hopes for a m…,FALSE,0,NA,2018-07-06T12:49:36Z,FALSE,NA,1015216190271172613,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",EritreaRT1,31,TRUE,FALSE,NA,NA
#HRC38 resolution came at a time when recent positive development between #Eritrea and #Ethiopia have brought hopes… https://t.co/E26GIcKYGF,FALSE,25,Eritrea_UN,2018-07-06T12:49:19Z,TRUE,1015216116455616514,1015216118888370176,1183146301,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Eritrea_UN,31,FALSE,FALSE,NA,NA
"RT @DahlaKib: @FelixHorne1 @hrw Abdi Iley is a trojan horse of #TPLF. He is just taking orders from #TPLF that terrorizing, raping, killing…",FALSE,0,NA,2018-07-06T12:48:56Z,FALSE,NA,1015216025711804416,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2bEritrean,2,TRUE,FALSE,NA,NA
"RT @LaetitiaBader: Ignored for too long, new @hrw report looks into 7 years of horrific torture and abuse faced by prisoners in #Ethiopia’s…",FALSE,0,NA,2018-07-06T12:48:50Z,FALSE,NA,1015215999614939136,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",somalii_pirate,191,TRUE,FALSE,NA,NA
RT @meetmuler: PM @Dr_Abiy_Ahmed    call domestic dollar hoarders to exchange their foreign currency   reserve  to Birr ASAP to hedge thems…,FALSE,0,NA,2018-07-06T12:48:33Z,FALSE,NA,1015215927133200384,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",meetmuler,1,TRUE,FALSE,NA,NA
PM @Dr_Abiy_Ahmed    call domestic dollar hoarders to exchange their foreign currency   reserve  to Birr ASAP to he… https://t.co/CsYwkAPLDk,FALSE,2,NA,2018-07-06T12:48:13Z,TRUE,NA,1015215844744421376,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",meetmuler,1,FALSE,FALSE,NA,NA
"#Message. Know the African history, our independence day origins need to be known. #Africa #mesopotamia #Ethiopia… https://t.co/uhOUVX07Z3",FALSE,0,NA,2018-07-06T12:47:51Z,TRUE,NA,1015215749156048896,NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",Shape_Shifta,0,FALSE,FALSE,NA,NA
#Ethiopia can’t afford to keep putting out fires everywhere. The source of z ‘fire’ -tribalism- should be abolished… https://t.co/QUKZfDsNA1,FALSE,0,NA,2018-07-06T12:47:12Z,TRUE,NA,1015215586605858821,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Yohannesb02,1,FALSE,FALSE,NA,NA
RT @AtnafB: የኦሮሞ አንድነትና ነፃነት ግንባር መሪ ብርጋዴር ጀነራል ከማል ገልቹን ለመቀበል ከአዳማ ወደአዲስ አበባ እየተጓዙ የነበሩ ደጋፊዎች በፌደራል ፓሊስ አዲስ አዳማ ኤክስፕረስን እንዳይልፉ ተደርገው ወደአዳማ…,FALSE,0,NA,2018-07-06T12:47:08Z,FALSE,NA,1015215571825242112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",2bEritrean,11,TRUE,FALSE,NA,NA
RT @AnaGomesMEP: #Ethiopia’s new prime minister Dr. Abiy Ahmed should urgently order investigations into the horrific situation in Jail #Og…,FALSE,0,NA,2018-07-06T12:46:25Z,FALSE,NA,1015215391717588993,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",duval_ju,18,TRUE,FALSE,NA,NA
"RT @samueltukue: Let's hope the people of #Tigray acknowledge crime committed against humanity in their name by the genocidal regime, #TPLF…",FALSE,0,NA,2018-07-06T12:45:56Z,FALSE,NA,1015215268954558464,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bteleale,5,TRUE,FALSE,NA,NA
RT @041de6ad52af4ff: #Ethiopia  where is Ermias ??? https://t.co/tEzylzdXCO,FALSE,0,NA,2018-07-06T12:44:42Z,FALSE,NA,1015214958035046400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",OmarEritrean,8,TRUE,FALSE,NA,NA
These are some of the expressions I took from the #Apartheidmuseum in #Johannesburg sometime ago.I found them so re… https://t.co/0ru2bsGkRV,FALSE,7,NA,2018-07-06T12:44:35Z,TRUE,NA,1015214930990129153,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",EmebetGAbate,2,FALSE,FALSE,NA,NA
RT @agrifoodaid: #Ethiopia’s #smallholder #farmers see rise in #crop yields. https://t.co/QyHPGpvQoU #Agriculture #foodsecurity #Africa htt…,FALSE,0,NA,2018-07-06T12:44:09Z,FALSE,NA,1015214820755419136,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",KambirigiLilian,7,TRUE,FALSE,NA,NA
"RT @osmando: Now that #ETHIOPIA Parliament has removed #ONLF from their list of #terrorists, Will @SomaliPM brave enough to do the same? #S…",FALSE,0,NA,2018-07-06T12:43:41Z,FALSE,NA,1015214700890648576,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",AhmedGeescadde,2,TRUE,FALSE,NA,NA
"Nah Mean by Nas And Damian Marley! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/Of4Ctrt7Oo",FALSE,2,NA,2018-07-06T12:42:02Z,TRUE,NA,1015214285973225472,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA
#EthnicConflicts in #Ethiopia have left 8 millions homeless. Violence still continues that may worsen the condition… https://t.co/Tp6YKTAqZi,FALSE,0,NA,2018-07-06T12:41:47Z,TRUE,NA,1015214223666876416,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",2012Radhika,1,FALSE,FALSE,NA,NA
"RT @engluca: ድምፅ ከማሰማቱ ጎን ለጎን ለተፈናቀሉት 800,000 ጌዲኦዎች በዚህ አካውንት የአቅማችንን ጣል በማድረግ አጋርነታችንን ማሳየት ይኖርብናል ። #Ethiopia https://t.co/OW69Lc5uyo",FALSE,0,NA,2018-07-06T12:40:58Z,FALSE,NA,1015214020637278208,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ethiooromo,6,TRUE,FALSE,NA,NA
"RT @DUSART19465040: ❤️Beautiful Places That Are off the Beaten Path❤️
Located in Ethiopia, this path concludes the one-hour rock climb with…",FALSE,0,NA,2018-07-06T12:40:47Z,FALSE,NA,1015213972260249601,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stonenews,1,TRUE,FALSE,NA,NA
RT @WTGTravelGuide: Abuna Yemata Guh is an ancient rock church sits at the pinnacle of a towering cliff and our writer makes the terrifying…,FALSE,0,NA,2018-07-06T12:40:40Z,FALSE,NA,1015213944078663680,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stonenews,1,TRUE,FALSE,NA,NA
"July 7, 2018: 12h - Yearbook Scribbles
EiABC #AddisAbaba #Ethiopia 

The artworks to be exhibited are scribbled por… https://t.co/WswyJc0b12",FALSE,3,NA,2018-07-06T12:39:55Z,TRUE,NA,1015213755330854912,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",EventsEthiopia,0,FALSE,FALSE,NA,NA
#Ethiopia’s Charismatic Leader: Riding the Wave of Populism or Reforming Ethnic Federalism? https://t.co/5etJ9Gm8sf,FALSE,2,NA,2018-07-06T12:39:45Z,FALSE,NA,1015213711005536263,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ethio_style,1,FALSE,FALSE,NA,NA
"RT @Ze_Alem: መርጠን አንስማ መርጠን አንወግን! ከዘውጌነት በፊት ሰብዓዊነት! ለጌድኦ ድምጻችንን እናሰማ!  #Gedeo #Guji #Ethiopia 

እንዴት 8⃣0⃣0⃣0⃣0⃣0⃣ ሰው ተፈናቅሎ ዝም እንላለን?",FALSE,0,NA,2018-07-06T12:39:37Z,FALSE,NA,1015213677513990154,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Girmabayou,22,TRUE,FALSE,NA,NA
"RT @coldplague: Girls from  Temben, Tigray #Ethiopia #colors ( h/t @Kalebe38Teklu) https://t.co/5RwhcEVm4G",FALSE,0,NA,2018-07-06T12:39:19Z,FALSE,NA,1015213601945210880,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",woldeyes_t,18,TRUE,FALSE,NA,NA
RT @FelixHorne1: Horrific torture and abuse in #Ethiopia’s Jail Ogaden. New 88 page @hrw report out today. New prime minister should take u…,FALSE,0,NA,2018-07-06T12:39:07Z,FALSE,NA,1015213553253568517,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lammiitiyya,197,TRUE,FALSE,NA,NA
"Lil Pump - Iced Out by ! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -… https://t.co/T5h1bw5K83",FALSE,1,NA,2018-07-06T12:38:50Z,TRUE,NA,1015213480847314946,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA
RT @FelixHorne1: #Ethiopia’s new prime minister Dr. Abiy Ahmed should establish a federal commission of experts to investigate the horrific…,FALSE,0,NA,2018-07-06T12:38:48Z,FALSE,NA,1015213473482100736,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lammiitiyya,82,TRUE,FALSE,NA,NA
"Listening to #DrAbiy at the parliament, as the house approve 2011 (2018-2019) and discusses current issues. #Ethiopia",FALSE,0,NA,2018-07-06T12:38:28Z,FALSE,NA,1015213388023070721,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>",AbiselomM,0,FALSE,FALSE,NA,NA
RT @mo_jigsa: #Qeerroo ትንታጎቹ የጊምቢን ና የአርጆን መንገዶች አስከፍተዋል ይቀጥላል #VivaQeerroo #ethiopia,FALSE,0,NA,2018-07-06T12:37:58Z,FALSE,NA,1015213261975846912,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",woldeyes_t,2,TRUE,FALSE,NA,NA
"RT @addisstandard: #Ethiopia: House to approve 2011 (2018-2019) Budget Bill 
https://t.co/q5PUzlr6Q2
⏩2017-2018 budget bill was $13.8 billi…",FALSE,0,NA,2018-07-06T12:37:57Z,FALSE,NA,1015213260369473542,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",lammiitiyya,21,TRUE,FALSE,NA,NA
"Just by Quavo! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -https://t.co/G89t2AaYaG #np o… https://t.co/j05iZwsPj4",FALSE,1,NA,2018-07-06T12:37:31Z,TRUE,NA,1015213150537428992,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA
"RT @NetsanetDBelay: Industrial park incentives #Ethiopia, #cheaplabour, #taxexemptions, subsidized electricity and many more. So what’s in…",FALSE,0,NA,2018-07-06T12:37:29Z,FALSE,NA,1015213143340077056,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YehenewW,2,TRUE,FALSE,NA,NA
RT @mo_jigsa: ዛሬ ይህን ለውጥ ለመረበሽ ደፋቀና የሚሉት ግለሰቦች ትግል የጀመሩት ኦቦ ለማ ወይም ዶ/ር አብይ ሳይወለዱ ነው ሰው እንዴት አይማርም ነው ወይስ ካፈርኩ አይመልሰኝ ነው::#Ethiopia,FALSE,0,NA,2018-07-06T12:37:07Z,FALSE,NA,1015213051308625920,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",woldeyes_t,1,TRUE,FALSE,NA,NA
"#BehindTheScenes with London artist, @CChambersArt, whose portrait of Girma from Lalibela, is on show at the… https://t.co/7nzuwJGe73",FALSE,2,EthioEmbassyUK,2018-07-06T12:35:27Z,TRUE,1002496718838038528,1015212629617455104,2615638981,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",EthioEmbassyUK,1,FALSE,FALSE,NA,NA
RT @Fasica29: #Ethiopia is one of the biggest recipient of immigrants but the world know us only as one of the world largest migrators. htt…,FALSE,0,NA,2018-07-06T12:34:33Z,FALSE,NA,1015212401896148993,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JHSaberg,11,TRUE,FALSE,NA,NA
"RT @addisstandard: #Ethiopia:Chanyalew Faji, customs &amp; revenue office, #Moyale town, told Etv 8 cars burned, computers &amp; other gov properti…",FALSE,0,NA,2018-07-06T12:33:40Z,FALSE,NA,1015212180621455360,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EsheteBekele,15,TRUE,FALSE,NA,NA
RT @salina_abraha: #Eritrea #Ethiopia - DC Festival is upcoming this July :) I always look forward to finding the opportunities to meet w/…,FALSE,0,NA,2018-07-06T12:33:12Z,FALSE,NA,1015212063881244672,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AndemariamR,21,TRUE,FALSE,NA,NA
