text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude,link,user_network,user_hashtag
"RT @Semhar: 16 yrs ago, I began working as a lawyer for the #Eritrea-#Ethiopia peace process. Our office was in Asmara, in the 3-story buil…",FALSE,0,NA,2018-07-07T16:34:04Z,FALSE,NA,1015635066578440200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bhabte,3,TRUE,FALSE,NA,NA,,@Semhar,#Eritrea #Ethiopia
"RT @stesfamariam: There are many adjectives that can be used to describe the gallant, peace making peace yearning people of #Eritrea- but n…",FALSE,0,NA,2018-07-07T16:33:39Z,FALSE,NA,1015634961657991200,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",EritreaRT1,1,TRUE,FALSE,NA,NA,,@stesfamariam,#Eritrea
"RT @Semhar: 16 yrs ago, I began working as a lawyer for the #Eritrea-#Ethiopia peace process. Our office was in Asmara, in the 3-story buil…",FALSE,0,NA,2018-07-07T16:33:19Z,FALSE,NA,1015634880351203300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",QueenBeph,3,TRUE,FALSE,NA,NA,,@Semhar,#Eritrea #Ethiopia
"የህወሓት አሮጌው በጀት ቀመር፣ የ30 ሚሊዮን ሥራአጥ ወጣቶችን ችግር አይፈታም!!! – ከኢትዮጵያ ኢኮኖሚክስ ማህበር | ""አስሬ ለካ፣ አንዴ ቁረጥ!!!""… https://t.co/6dxwRFTv4w",FALSE,0,NA,2018-07-07T16:32:39Z,TRUE,NA,1015634710331093e3,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",zehabesha,0,FALSE,FALSE,NA,NA,https://t.co/6dxwRFTv4w,,
"RT @boyfacemedia: Narcotics by ! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -https://t.co/G89t2AaYaG #np on #Sou…",FALSE,0,NA,2018-07-07T16:32:25Z,FALSE,NA,1015634654421020700,NA,"<a href=""https://stakingpools.com"" rel=""nofollow"">TwitterBot_SP</a>",stakingpools,1,TRUE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/G89t2AaYaG,@boyfacemedia,#np #Sou
"There are many adjectives that can be used to describe the gallant, peace making peace yearning people of #Eritrea-… https://t.co/JK4DzCSFEB",FALSE,0,NA,2018-07-07T16:32:17Z,TRUE,NA,1.0156346195621519e+18,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stesfamariam,1,FALSE,FALSE,NA,NA,https://t.co/JK4DzCSFEB,,#Eritrea
"Narcotics by ! Listen here: https://t.co/OhvVROpCjV
 Listen to MENELIK I by BOY FACE -https://t.co/G89t2AaYaG #np o… https://t.co/AdzBXeJuP0",FALSE,0,NA,2018-07-07T16:32:08Z,TRUE,NA,1015634582690033700,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,1,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/G89t2AaYaG https://t.co/AdzBXeJuP0,,#np
This made ma day!!! That's the spirit we need now and always. We #Respect everyone from the past &amp; do our part toda… https://t.co/UfZRCnALzi,FALSE,0,NA,2018-07-07T16:31:49Z,TRUE,NA,1015634500766793700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbiselomM,0,FALSE,FALSE,NA,NA,https://t.co/UfZRCnALzi,,#Respect
RT @saayounis: Reversing 16 years of bellicose  “...before #Ethiopia gets the hell out of #Eritrea....” without consultation and overnight…,FALSE,0,NA,2018-07-07T16:31:42Z,FALSE,NA,1015634474468630500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,3,TRUE,FALSE,NA,NA,,@saayounis,#Ethiopia #Eritrea
"RT @Semhar: 16 yrs ago, I began working as a lawyer for the #Eritrea-#Ethiopia peace process. Our office was in Asmara, in the 3-story buil…",FALSE,0,NA,2018-07-07T16:30:58Z,FALSE,NA,1015634286563725300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sexsyluv,3,TRUE,FALSE,NA,NA,,@Semhar,#Eritrea #Ethiopia
"RT @eliasamare: Predictably, the #TPLF minority junta, currently circling the wagons in #Tigray, is openly threatening to sabotage #Ethiopi…",FALSE,0,NA,2018-07-07T16:30:55Z,FALSE,NA,1015634273959804900,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",RedSeaFisher,8,TRUE,FALSE,NA,NA,,@eliasamare,#TPLF #Tigray #Ethiopi
"@MTBorago @Ethiopia_Abebe @trtworld @TomGardner18 @wdavison10 When I was recently in #Ethiopia, this was the concer… https://t.co/4y8O1hZOPh",FALSE,0,MTBorago,2018-07-07T16:30:18Z,TRUE,1015629673353621500,1015634120238608400,2565727672,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",emilyjodell,0,FALSE,FALSE,NA,NA,https://t.co/4y8O1hZOPh,@MTBorago @Ethiopia_Abebe @trtworld @TomGardner18 @wdavison10,#Ethiopia
"RT @goldcoastghana_: Osagyefo Dr. Kwame Nkrumah visits His Imperial Majesty Haile Selassie, Ethiopia, 1958.
#Ghana #Ethiopia https://t.co/Z…",FALSE,0,NA,2018-07-07T16:29:45Z,FALSE,NA,1015633981033902100,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",zachary_adom,93,TRUE,FALSE,NA,NA,https://t.co/Z,@goldcoastghana_,#Ghana #Ethiopia
"RT @MdriBahri: Historic day coming up July 8 2018 , #Eritrea #Ethiopia moving towards sustainable peace. https://t.co/donFHiZLPq",FALSE,0,NA,2018-07-07T16:28:02Z,FALSE,NA,1015633551038042100,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",official_dani_,5,TRUE,FALSE,NA,NA,https://t.co/donFHiZLPq,@MdriBahri,#Eritrea #Ethiopia
RT @allafrica: Ethiopia Considers Building Oil Terminal in Djibouti: https://t.co/zXzuvSb0X2 #Ethiopia https://t.co/FiLhIwwqsh,FALSE,0,NA,2018-07-07T16:27:31Z,FALSE,NA,1015633420192485400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RobertHJenkins1,10,TRUE,FALSE,NA,NA,https://t.co/zXzuvSb0X2 https://t.co/FiLhIwwqsh,@allafrica,#Ethiopia
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:27:17Z,FALSE,NA,1015633361312854e3,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",GidronYotam,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:27:16Z,FALSE,NA,1015633355189243900,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",DannyWijnhoud,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:27:12Z,FALSE,NA,1015633340593070100,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",melakumark,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
"RT @addisstandard: More pictures! #Ethiopia-#Eritrea.
While Eritrean flag has been on display in the streets of #AddisAbeba during #AU summ…",FALSE,0,NA,2018-07-07T16:27:05Z,FALSE,NA,1015633310108745700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",melakumark,18,TRUE,FALSE,NA,NA,,@addisstandard,#Ethiopia #Eritrea #AddisAbeba #AU
"RT @FelixHorne1: On @VOANews SRS official responded to @hrw report on torture in #Ethiopia's Jail Ogaden:""I have seen the report. It’s not…",FALSE,0,NA,2018-07-07T16:26:48Z,FALSE,NA,1015633240898621400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",AbebeEtana,23,TRUE,FALSE,NA,NA,,@FelixHorne1 @VOANews @hrw,#Ethiopia
"RT @eliasamare: As #Eritrea's &amp; #Ethiopia's leaders, summoning great courage &amp; statesmanship, boldly move forward to make peace, the #TPLF…",FALSE,0,NA,2018-07-07T16:26:30Z,FALSE,NA,1015633163458998300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",semaideretu,2,TRUE,FALSE,NA,NA,,@eliasamare,#Eritrea #Ethiopia #TPLF
That is why TPLF tried to keep these violent thugs under check in #Ethiopia https://t.co/xTVcZQ4y0r,FALSE,0,NA,2018-07-07T16:25:22Z,FALSE,NA,1015632879655833600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,0,FALSE,FALSE,NA,NA,https://t.co/xTVcZQ4y0r,,#Ethiopia
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:25:02Z,FALSE,NA,1015632796914679800,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Vatescorp,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
RT @FlawlessinET: U know it’s a new day in #Ethiopia when u are avidly following government employees to see what’s new! @fitsumaregaa @Abe…,FALSE,0,NA,2018-07-07T16:24:56Z,FALSE,NA,1015632769886703600,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Zerihun_et,4,TRUE,FALSE,NA,NA,,@FlawlessinET @fitsumaregaa @Abe,#Ethiopia
"RT @Zemedeneh: “12th Annual Ethiopian Diaspora Business Forum”, organized by @EthioAmerican, will be held on July 7 at the Marriott Marquis…",FALSE,0,NA,2018-07-07T16:24:00Z,FALSE,NA,101563253546274e4,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TheodrosM,20,TRUE,FALSE,NA,NA,,@Zemedeneh @EthioAmerican,
"How Abiy Ahmed / Lemma Megresa / Jawar Mohammed spread chaos, ethnic conflict, and misinformation in #Ethiopia.… https://t.co/QN3FFBUw9z",FALSE,1,NA,2018-07-07T16:23:54Z,TRUE,NA,1015632510334709800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,0,FALSE,FALSE,NA,NA,https://t.co/QN3FFBUw9z,,#Ethiopia
RT @classifieds1000: #Ethiopia diversify its #Economy with #Agriculture https://t.co/qRavcKo02x,FALSE,0,NA,2018-07-07T16:23:49Z,FALSE,NA,1015632487337349100,NA,"<a href=""http://tropical-moon.com"" rel=""nofollow"">TM Update</a>",rada19611,10,TRUE,FALSE,NA,NA,https://t.co/qRavcKo02x,@classifieds1000,#Ethiopia #Economy #Agriculture
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:23:42Z,FALSE,NA,1015632457482326e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",itsTewodros,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
RT @AtnafB: ሸኔ የሚባለውና ኤርትራ የሚገኙ የኦነግ ክንፍ አመራር አባላት በኢትዮጵያ የደህንነት ደሞዝ መክፈያ ሰነድ ላይ ስማቸው እንደተገኘ መረጃ እየወጣ ነው። በስም ዝርዝሩ ላይ የሸኔ ከፍተኛ አመራሮች እስከ ከ5…,FALSE,0,NA,2018-07-07T16:23:27Z,FALSE,NA,1015632395633090600,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,23,TRUE,FALSE,NA,NA,,@AtnafB,
"RT @SamuelTsegai1: Asmara, Massawa &amp; Keren are instructed to make extensive preparations to welcome #Ethiopia's PM Abiye Ahmed who is expec…",FALSE,0,NA,2018-07-07T16:23:25Z,FALSE,NA,1015632390054654e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gaaraaga,86,TRUE,FALSE,NA,NA,,@SamuelTsegai1,#Ethiopia
"RT @YAHWEHPOETIC: Royal Gold King YAHWEH charm. 
Get yours today at (305)308-4090
https://t.co/RGHzXJ6E7d 
#Wetheonlythangpoppin  #kingyahw…",FALSE,0,NA,2018-07-07T16:22:22Z,FALSE,NA,1015632122567159800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",essentialoil4m,5,TRUE,FALSE,NA,NA,https://t.co/RGHzXJ6E7d,@YAHWEHPOETIC,#Wetheonlythangpoppin #kingyahw
RT @DahlaKib: ERITREA and Ethiopia flags are waving side by side in #Keren. Peace between the two countries is crucial in the Horn Africa.…,FALSE,0,NA,2018-07-07T16:22:11Z,FALSE,NA,1015632076996075500,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stesfamariam,4,TRUE,FALSE,NA,NA,,@DahlaKib,#Keren
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:22:08Z,FALSE,NA,1015632064282939400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",YouhannesEden,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
"RT @MdriBahri: Historic day coming up July 8 2018 , #Eritrea #Ethiopia moving towards sustainable peace. https://t.co/donFHiZLPq",FALSE,0,NA,2018-07-07T16:21:48Z,FALSE,NA,1015631979788808200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wediissack,5,TRUE,FALSE,NA,NA,https://t.co/donFHiZLPq,@MdriBahri,#Eritrea #Ethiopia
"RT @addisstandard: #Ethiopia: Eritrean social media handles post pics showing roads, junctions, roundabouts &amp; other key places in various c…",FALSE,0,NA,2018-07-07T16:21:41Z,FALSE,NA,1015631953796706300,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ephremgugsa,45,TRUE,FALSE,NA,NA,,@addisstandard,#Ethiopia
"RT @addisstandard: More pictures! #Ethiopia-#Eritrea.
While Eritrean flag has been on display in the streets of #AddisAbeba during #AU summ…",FALSE,0,NA,2018-07-07T16:20:51Z,FALSE,NA,1015631743909613600,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,18,TRUE,FALSE,NA,NA,,@addisstandard,#Ethiopia #Eritrea #AddisAbeba #AU
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:20:30Z,FALSE,NA,10156316540131e5,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",otiendeotiende,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
"RT @addisale: The Banking sector in #Ethiopia needs major disruption. Filling out forms, waiting in line for simple tasks that can be done…",FALSE,0,NA,2018-07-07T16:20:10Z,FALSE,NA,1015631571343347700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MrcertifiedCeo,11,TRUE,FALSE,NA,NA,,@addisale,#Ethiopia
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:20:09Z,FALSE,NA,1015631566356303900,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
RT @AlmazZerai: #Eritrean women cleaning #Asmara streets 😔. Rumor: #Ethiopia’s PMAA will soon visit Asmera. https://t.co/uYnsp1J0HU,FALSE,0,NA,2018-07-07T16:19:56Z,FALSE,NA,1015631511641624600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gaaraaga,29,TRUE,FALSE,NA,NA,https://t.co/uYnsp1J0HU,@AlmazZerai,#Eritrean #Asmara #Ethiopia
"RT @SamuelTsegai1: Asmara, Massawa &amp; Keren are instructed to make extensive preparations to welcome #Ethiopia's PM Abiye Ahmed who is expec…",FALSE,0,NA,2018-07-07T16:19:38Z,FALSE,NA,1015631436014112800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Kebede83,86,TRUE,FALSE,NA,NA,,@SamuelTsegai1,#Ethiopia
RT @FlawlessinET: U know it’s a new day in #Ethiopia when u are avidly following government employees to see what’s new! @fitsumaregaa @Abe…,FALSE,0,NA,2018-07-07T16:19:37Z,FALSE,NA,1015631430418870300,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Abuliban1,4,TRUE,FALSE,NA,NA,,@FlawlessinET @fitsumaregaa @Abe,#Ethiopia
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:19:31Z,FALSE,NA,1015631407454904300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",semaideretu,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
"RT @BeriGebrehiwot: Today, the cities of #Asmara, #Keren, #Massawa &amp; #Mendefera waived the Eritrean AND Ethiopian flags to welcome #Ethiopi…",FALSE,0,NA,2018-07-07T16:18:57Z,FALSE,NA,1015631262273429500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ladhka,1,TRUE,FALSE,NA,NA,,@BeriGebrehiwot,#Asmara #Keren #Massawa #Mendefera #Ethiopi
"RT @addisstandard: #Ethiopia: Eritrean social media handles post pics showing roads, junctions, roundabouts &amp; other key places in various c…",FALSE,0,NA,2018-07-07T16:18:55Z,FALSE,NA,1015631257164812300,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,45,TRUE,FALSE,NA,NA,,@addisstandard,#Ethiopia
RT @Natberh: Some reports say @Dr_Abiy_Ahmed to arrive #Asmara #Eritrea on Sunday &amp; people are ordered 2 come out 2 streets &amp; welcome him.…,FALSE,0,NA,2018-07-07T16:18:46Z,FALSE,NA,1015631216530329600,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",gaaraaga,8,TRUE,FALSE,NA,NA,,@Natberh @Dr_Abiy_Ahmed,#Asmara #Eritrea
Migos-MotorSport (feat. Nicki Minaj &amp; Cardi B) [prod. by Murda Beatz].mp3 by ! Listen here: https://t.co/OhvVROpCjV… https://t.co/xOABPfv8Te,FALSE,1,NA,2018-07-07T16:18:45Z,TRUE,NA,1015631214668066800,NA,"<a href=""https://airtime.pro"" rel=""nofollow"">Airtime Pro</a>",boyfacemedia,0,FALSE,FALSE,NA,NA,https://t.co/OhvVROpCjV https://t.co/xOABPfv8Te,,
"RT @MTBorago: Jawar reportedly said ethnic attacks in #Oromia / #Ethiopia becoming uncontrollable. Well, in my 2017 article on @TRTWorld ,I…",FALSE,0,NA,2018-07-07T16:18:25Z,FALSE,NA,1015631131805438e3,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",kaffuwa,2,TRUE,FALSE,NA,NA,,@MTBorago @TRTWorld,#Oromia #Ethiopia
"RT @MvembaDizolele: 77 yrs today, July 6, 1941, the Congolese FP troops vanquished Mussolini’s army in #Ethiopia at the Battle of Saïo (Dem…",FALSE,0,NA,2018-07-07T16:18:17Z,FALSE,NA,1015631097672159200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",SSaluseke,14,TRUE,FALSE,NA,NA,,@MvembaDizolele,#Ethiopia
RT @naomi_abebe: What a time to be alive! #Ethiopia n Prime Minister Dr. Abiy Ahmad will be in Asmara #Eritrea Meeting President Isayas Afe…,FALSE,0,NA,2018-07-07T16:18:11Z,FALSE,NA,1015631072367915e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ladhka,1,TRUE,FALSE,NA,NA,,@naomi_abebe,#Ethiopia #Eritrea
"Wadaniyada ku salaysan nacayb, cabsi, &amp; u-tuno loo qabo shisheeye (#Ethiopia &amp; #Kenya), marnaba ma dhaliso jacayl w… https://t.co/60ijhWfzZj",FALSE,0,NA,2018-07-07T16:18:02Z,TRUE,NA,1015631031309873200,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Tarey_A,0,FALSE,FALSE,NA,NA,https://t.co/60ijhWfzZj,,#Ethiopia #Kenya
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:17:42Z,FALSE,NA,1015630950796062700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",asefawyonas,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:16:47Z,FALSE,NA,1015630717190131700,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",judirozi,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
"16 yrs ago, I began working as a lawyer for the #Eritrea-#Ethiopia peace process. Our office was in Asmara, in the… https://t.co/LgaPgP37cj",FALSE,16,NA,2018-07-07T16:16:46Z,TRUE,NA,1015630714845515800,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Semhar,3,FALSE,FALSE,NA,NA,https://t.co/LgaPgP37cj,,#Eritrea #Ethiopia
"RT @fanatelevision: Chief Administrator of #Oromia regional state, Lemma Megersa received Honorary Doctorate Degree in Peace and Security f…",FALSE,0,NA,2018-07-07T16:16:06Z,FALSE,NA,1015630544644821e3,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",omegalll,52,TRUE,FALSE,NA,NA,,@fanatelevision,#Oromia
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:16:01Z,FALSE,NA,1015630524893876200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",pantheraleo125,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
Way to go for regional integration. #Ethiopia is the power house in the region and when it taps to its enormous hum… https://t.co/xkuXK5LQDC,FALSE,0,NA,2018-07-07T16:15:58Z,TRUE,NA,1015630513535668200,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sassefa,0,FALSE,FALSE,NA,NA,https://t.co/xkuXK5LQDC,,#Ethiopia
"RT @Gnatalie23: Flags are lining the main streets.  Banners in English, Tigrinya, Amharic, and Oromiya are going up. There's an air of exci…",FALSE,0,NA,2018-07-07T16:15:24Z,FALSE,NA,1015630368958042100,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ShikwatiJames,47,TRUE,FALSE,NA,NA,,@Gnatalie23,
"RT @Vatescorp: #Ethiopia: Intercommunal tensions between Garre and Oromo in Moyale, Oromia region near Kenya border causes displacements ht…",FALSE,0,NA,2018-07-07T16:15:10Z,FALSE,NA,1015630311764496400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,0,TRUE,FALSE,NA,NA,,@Vatescorp,#Ethiopia
RT @ChinaAfricaBlog: Leaders of #Djibouti #Ethiopia #Rwanda #Somalia #Sudan &amp; #China Amb. inaugurate new #BeltandRoad gateway to #Africa ht…,FALSE,0,NA,2018-07-07T16:14:49Z,FALSE,NA,1015630223566663700,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",bondskew,23,TRUE,FALSE,NA,NA,,@ChinaAfricaBlog,#Djibouti #Ethiopia #Rwanda #Somalia #Sudan #China #BeltandRoad #Africa
"RT @MdriBahri: Historic day coming up July 8 2018 , #Eritrea #Ethiopia moving towards sustainable peace. https://t.co/donFHiZLPq",FALSE,0,NA,2018-07-07T16:14:45Z,FALSE,NA,1015630205438722e3,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Amantesfay111,5,TRUE,FALSE,NA,NA,https://t.co/donFHiZLPq,@MdriBahri,#Eritrea #Ethiopia
RT @FlawlessinET: U know it’s a new day in #Ethiopia when u are avidly following government employees to see what’s new! @fitsumaregaa @Abe…,FALSE,0,NA,2018-07-07T16:13:56Z,FALSE,NA,1015629999989248e3,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JacobAbrham,4,TRUE,FALSE,NA,NA,,@FlawlessinET @fitsumaregaa @Abe,#Ethiopia
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:13:53Z,FALSE,NA,1015629989914513400,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",amanasrat,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
"RT @MTBorago: Jawar reportedly said ethnic attacks in #Oromia / #Ethiopia becoming uncontrollable. Well, in my 2017 article on @TRTWorld ,I…",FALSE,0,NA,2018-07-07T16:13:48Z,FALSE,NA,1015629967214956500,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ethiopia_Abebe,2,TRUE,FALSE,NA,NA,,@MTBorago @TRTWorld,#Oromia #Ethiopia
ካልሰማችሁ ስሙ ከስማችሁ አሰሙ፡፡ https://t.co/HnNGOJ5S0E Thank you.  #Ethiopia,FALSE,0,NA,2018-07-07T16:13:44Z,FALSE,NA,1015629951268106200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RasDoit,0,FALSE,FALSE,NA,NA,https://t.co/HnNGOJ5S0E,,#Ethiopia
"RT @addisstandard: More pictures! #Ethiopia-#Eritrea.
While Eritrean flag has been on display in the streets of #AddisAbeba during #AU summ…",FALSE,0,NA,2018-07-07T16:13:38Z,FALSE,NA,1015629924663734300,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sapashe_,18,TRUE,FALSE,NA,NA,,@addisstandard,#Ethiopia #Eritrea #AddisAbeba #AU
RT @addisstandard: Update: Banners being put up on the streets of #Asmara confirm #Ethiopia's delegation to #Eritrea will be led by PM #Abi…,FALSE,0,NA,2018-07-07T16:13:30Z,FALSE,NA,1015629892338225200,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",sapashe_,18,TRUE,FALSE,NA,NA,,@addisstandard,#Asmara #Ethiopia #Eritrea #Abi
